age,job,housing,month,duration,pdays,previous,ifCreatedAccount
35,11,0,11,50,-1,0,0
35,2,1,11,53,-1,0,0
43,4,1,11,149,175,1,0
38,4,1,11,119,157,2,0
50,4,0,11,144,-1,0,0
43,2,1,11,259,-1,0,0
57,5,1,11,107,190,1,0
33,5,0,11,381,126,1,0
36,2,1,11,137,-1,0,0
31,4,1,11,226,-1,0,0
32,2,0,11,157,-1,0,0
33,4,1,11,347,184,2,0
32,3,1,11,76,170,3,0
47,3,1,11,58,127,1,0
39,9,1,11,673,-1,0,0
32,2,1,11,44,182,1,0
55,10,0,11,85,-1,0,0
34,2,0,11,18,-1,0,0
34,7,0,11,26,-1,0,0
44,2,1,11,116,-1,0,0
39,2,0,11,127,-1,0,0
54,8,0,11,75,-1,0,0
31,2,1,11,71,192,2,0
31,9,0,11,161,-1,0,0
32,3,1,11,77,-1,0,0
45,2,0,11,162,-1,0,0
30,7,1,11,197,-1,0,0
35,5,1,11,47,-1,0,0
59,2,1,11,311,-1,0,0
58,2,1,11,53,31,1,0
30,5,1,11,98,-1,0,0
40,8,0,11,133,-1,0,0
41,8,1,11,549,-1,0,1
33,2,1,11,285,179,4,0
51,2,1,11,72,-1,0,0
40,1,1,11,182,157,2,0
34,2,0,11,34,-1,0,0
39,5,1,11,183,168,2,0
31,5,1,11,158,-1,0,0
48,10,0,11,270,-1,0,0
38,3,1,11,57,199,1,0
38,5,1,11,1199,155,3,0
57,4,0,11,36,-1,0,0
57,3,1,11,220,-1,0,0
33,5,1,11,380,-1,0,0
57,2,0,11,161,-1,0,0
30,3,1,11,653,-1,0,0
30,4,1,11,24,-1,0,0
48,1,0,11,150,-1,0,0
45,1,0,11,362,-1,0,0
33,3,1,11,654,-1,0,1
40,2,1,11,527,95,2,0
48,1,0,11,120,-1,0,0
39,2,0,11,151,-1,0,0
36,3,0,11,455,94,3,0
54,1,1,11,490,-1,0,0
30,11,0,11,834,-1,0,1
30,7,1,11,72,-1,0,0
47,7,0,11,83,-1,0,0
53,3,1,11,184,-1,0,0
33,8,1,11,141,-1,0,0
59,2,1,11,124,-1,0,0
38,1,1,11,101,-1,0,0
52,2,1,11,294,116,3,0
34,3,1,11,94,199,1,0
56,10,0,11,13,-1,0,0
32,1,1,11,51,-1,0,0
54,6,0,11,353,113,5,0
49,4,0,11,93,-1,0,0
39,4,0,11,48,137,1,0
43,2,0,11,50,113,5,0
30,1,0,11,718,-1,0,0
31,8,0,11,114,-1,0,0
34,2,1,11,161,-1,0,0
43,2,0,11,120,-1,0,0
56,2,0,11,150,-1,0,0
41,5,1,11,41,123,3,0
36,1,1,11,94,-1,0,0
30,1,0,11,816,-1,0,0
33,8,0,11,240,-1,0,0
30,11,0,11,1571,-1,0,1
59,2,1,11,75,-1,0,0
39,8,0,11,108,-1,0,0
48,4,0,11,47,-1,0,0
31,2,1,11,536,-1,0,1
31,1,1,11,290,-1,0,0
55,1,1,11,148,172,3,0
35,9,0,11,229,-1,0,0
39,2,1,11,185,-1,0,0
45,3,1,11,68,-1,0,0
32,5,0,11,906,129,3,0
40,7,1,11,124,102,4,0
50,5,1,11,319,-1,0,0
32,7,0,11,157,-1,0,0
31,3,0,11,48,-1,0,0
32,1,0,11,89,-1,0,0
36,2,1,11,106,-1,0,0
32,5,1,11,92,-1,0,0
30,4,1,11,566,-1,0,1
45,4,1,11,56,175,4,0
57,4,0,11,45,-1,0,0
37,8,0,11,20,113,4,0
41,4,0,11,94,130,3,0
44,2,1,11,123,-1,0,0
39,2,1,11,408,-1,0,0
35,3,1,11,12,-1,0,0
30,4,1,11,75,-1,0,0
42,2,0,11,664,-1,0,1
32,4,0,11,383,176,10,0
32,2,1,11,78,-1,0,0
33,2,1,11,159,-1,0,0
44,1,1,11,297,-1,0,0
57,2,0,11,61,-1,0,0
53,1,1,11,104,190,1,0
40,5,1,11,222,-1,0,0
31,3,0,11,7,-1,0,0
52,2,1,11,79,-1,0,0
30,4,1,11,527,-1,0,0
32,4,1,11,53,-1,0,0
57,9,0,11,126,-1,0,0
40,2,1,11,661,-1,0,0
52,2,1,11,224,175,1,0
36,2,0,11,20,-1,0,0
49,5,1,11,59,-1,0,0
36,2,1,11,10,-1,0,0
30,1,0,11,78,-1,0,0
34,9,1,11,21,-1,0,0
57,2,1,11,55,189,1,0
45,3,0,11,207,-1,0,0
47,4,1,11,85,198,1,0
41,2,1,11,188,-1,0,0
34,12,0,11,50,-1,0,0
32,10,1,11,103,-1,0,0
57,3,1,11,757,-1,0,0
41,2,0,11,624,-1,0,0
57,6,0,11,570,-1,0,0
40,2,1,11,139,129,4,0
47,2,1,11,157,-1,0,0
49,2,0,11,579,-1,0,1
51,2,1,11,58,-1,0,0
42,1,1,11,328,-1,0,0
32,2,0,11,366,101,6,0
35,9,0,11,1555,-1,0,1
59,9,0,11,373,-1,0,1
37,1,1,11,150,-1,0,0
31,12,0,11,504,93,2,1
43,2,1,11,146,-1,0,0
57,10,0,11,655,-1,0,0
43,3,0,11,69,-1,0,0
41,1,1,11,139,130,3,0
31,4,1,11,51,140,11,0
59,1,0,11,175,100,6,0
52,1,1,11,85,-1,0,0
46,4,0,11,128,-1,0,0
43,12,0,11,11,-1,0,0
55,3,1,11,237,182,3,0
55,6,0,11,82,155,1,0
49,5,1,11,33,-1,0,0
44,2,0,11,52,-1,0,0
51,9,0,11,289,-1,0,0
40,5,1,11,43,185,2,0
37,2,0,11,101,-1,0,0
30,2,0,11,402,101,5,0
53,2,1,11,59,-1,0,0
32,8,1,11,158,135,1,0
32,7,0,11,221,-1,0,0
45,1,0,11,39,-1,0,0
35,8,1,11,166,-1,0,0
40,3,1,11,73,-1,0,0
36,7,1,11,89,-1,0,0
53,2,0,11,140,-1,0,0
31,7,1,11,608,-1,0,0
31,5,0,11,240,-1,0,0
36,3,0,11,98,-1,0,0
45,5,1,11,173,192,1,0
31,2,0,11,584,-1,0,0
42,4,0,11,137,-1,0,0
32,4,1,11,379,-1,0,0
34,4,1,11,177,184,1,0
47,3,0,11,1036,-1,0,0
58,2,1,11,675,171,4,0
38,2,1,11,139,-1,0,0
31,2,0,11,377,-1,0,0
31,2,0,11,86,-1,0,0
53,7,0,11,92,-1,0,0
57,10,0,11,181,-1,0,0
37,5,0,11,197,157,4,0
31,5,1,11,394,179,2,0
56,8,0,11,65,-1,0,0
51,1,1,11,8,-1,0,0
32,4,1,11,82,191,1,0
36,7,1,11,70,-1,0,0
41,1,1,11,519,-1,0,0
44,1,1,11,61,-1,0,0
39,3,0,11,46,-1,0,0
40,4,1,11,163,156,8,0
39,7,0,11,292,-1,0,0
43,2,0,11,314,-1,0,1
46,3,0,11,162,-1,0,0
34,2,0,11,39,-1,0,0
34,3,0,11,360,-1,0,0
45,2,0,11,230,-1,0,0
34,2,0,11,25,-1,0,0
41,11,1,11,162,-1,0,0
38,4,0,11,155,-1,0,0
52,1,1,11,61,168,2,0
44,1,1,11,32,116,3,0
53,7,0,11,251,-1,0,0
45,3,1,11,22,154,4,0
30,7,0,11,58,-1,0,0
46,3,1,11,281,-1,0,0
34,8,1,11,36,-1,0,0
34,8,1,11,165,-1,0,0
41,3,1,11,285,116,4,0
30,3,0,11,459,-1,0,1
50,6,0,11,98,-1,0,0
36,1,1,11,29,-1,0,0
46,3,1,11,1540,-1,0,1
32,8,1,11,39,-1,0,0
31,8,1,11,544,-1,0,0
38,2,0,11,663,-1,0,1
42,9,1,11,173,175,1,0
34,8,1,11,122,193,4,0
30,1,0,11,695,-1,0,0
33,3,1,11,88,-1,0,0
36,7,1,11,369,-1,0,0
32,3,1,11,148,-1,0,0
55,1,1,11,64,-1,0,0
59,2,0,11,216,-1,0,0
54,1,1,11,219,-1,0,0
39,2,1,11,90,-1,0,0
32,2,1,11,164,-1,0,0
30,5,1,11,156,-1,0,0
56,1,1,11,147,-1,0,0
30,5,1,11,681,-1,0,1
49,4,0,11,129,-1,0,0
46,7,1,11,169,-1,0,0
52,4,0,11,268,-1,0,0
43,4,1,11,585,191,4,0
45,1,1,11,36,-1,0,0
49,8,0,11,129,-1,0,0
41,1,1,11,888,-1,0,0
37,2,1,11,14,-1,0,0
35,4,0,11,808,-1,0,1
41,4,0,11,305,-1,0,0
55,2,1,11,18,106,2,0
55,2,0,11,87,-1,0,0
31,2,1,11,77,-1,0,0
34,5,1,11,107,-1,0,0
33,3,1,11,132,-1,0,0
49,2,1,11,382,-1,0,0
37,3,1,11,39,182,3,0
50,9,0,11,13,-1,0,0
43,3,1,11,775,-1,0,1
55,10,0,11,48,154,5,0
58,2,0,11,1032,115,3,0
32,3,0,11,278,-1,0,0
34,2,1,11,705,-1,0,1
33,1,1,11,225,-1,0,0
36,2,0,11,64,100,5,0
37,3,1,11,634,-1,0,0
52,1,0,11,965,-1,0,1
41,7,1,11,855,-1,0,0
33,3,1,11,258,93,3,0
35,7,1,11,484,-1,0,0
39,1,1,11,229,-1,0,0
33,2,1,11,330,-1,0,0
43,3,1,11,41,-1,0,0
30,1,0,11,95,-1,0,0
46,2,0,11,1222,-1,0,1
31,2,1,11,639,93,4,0
50,1,1,11,75,-1,0,0
49,2,0,11,123,-1,0,0
38,3,1,11,711,-1,0,0
39,1,1,11,271,-1,0,0
51,2,0,11,178,-1,0,0
46,5,0,11,534,-1,0,1
30,1,1,11,432,184,1,0
48,3,0,11,104,-1,0,0
54,2,1,11,1195,175,1,0
53,3,0,11,168,-1,0,0
47,7,0,11,229,-1,0,0
42,2,0,11,127,-1,0,0
33,1,1,11,59,-1,0,0
49,2,0,11,158,-1,0,0
33,4,1,11,246,-1,0,0
33,8,1,11,70,-1,0,0
34,2,1,11,378,-1,0,0
34,3,1,11,244,-1,0,0
35,8,0,11,140,-1,0,0
31,3,0,11,210,-1,0,0
33,4,1,11,11,-1,0,0
31,5,1,11,214,-1,0,0
30,3,1,11,208,91,4,0
40,4,1,11,12,177,6,0
45,5,0,11,358,-1,0,0
38,10,0,11,407,182,2,0
45,6,0,11,64,-1,0,0
45,1,1,11,197,99,2,0
42,5,0,11,126,-1,0,0
35,2,1,11,109,193,4,0
39,8,0,11,205,-1,0,0
44,10,0,11,570,-1,0,0
47,1,1,11,127,176,2,0
37,2,0,11,331,-1,0,1
48,3,0,11,307,-1,0,0
37,1,1,11,14,-1,0,0
50,2,1,11,163,113,3,0
46,3,0,11,27,108,3,0
52,8,0,11,13,-1,0,0
38,2,0,11,64,-1,0,0
42,1,1,11,136,179,4,0
43,2,1,11,170,-1,0,0
45,2,0,11,171,-1,0,0
36,2,0,11,136,-1,0,0
41,1,1,11,25,-1,0,0
33,1,1,11,337,182,3,0
35,2,1,11,72,-1,0,0
37,10,1,11,158,-1,0,0
36,4,1,11,139,-1,0,0
30,7,1,11,82,-1,0,0
33,2,0,11,201,-1,0,0
33,8,1,11,7,-1,0,0
34,3,1,11,15,-1,0,0
37,1,1,11,14,185,1,0
45,1,1,11,391,127,2,0
32,5,0,11,21,141,9,0
47,4,0,11,129,-1,0,0
32,5,1,11,118,176,7,0
32,7,0,11,149,-1,0,0
35,3,1,11,21,185,2,0
55,9,1,11,223,186,3,0
49,3,0,11,345,-1,0,0
33,2,1,11,211,94,8,0
41,5,1,11,6,-1,0,0
52,5,1,11,73,-1,0,0
42,7,1,11,321,127,3,0
41,2,1,11,110,-1,0,0
47,3,1,11,170,-1,0,0
58,8,0,11,56,-1,0,0
50,1,0,11,281,191,2,0
34,2,1,11,328,113,27,0
47,1,0,11,125,-1,0,0
43,3,0,11,48,-1,0,0
36,2,0,11,6,-1,0,0
35,7,0,11,1441,-1,0,0
48,2,0,11,77,-1,0,0
37,4,1,11,1555,-1,0,1
57,7,1,11,18,-1,0,0
38,2,0,11,8,-1,0,0
45,3,1,11,182,-1,0,0
41,8,1,11,12,190,1,0
47,10,0,11,8,137,1,0
37,2,0,11,158,114,1,0
51,7,0,11,8,-1,0,0
43,8,1,11,9,-1,0,0
59,2,1,11,9,-1,0,0
32,3,1,11,22,-1,0,0
50,8,0,11,24,-1,0,0
46,4,1,11,192,-1,0,0
42,2,1,11,925,-1,0,1
44,9,0,11,175,-1,0,0
37,1,1,11,9,185,2,0
32,4,0,11,69,-1,0,0
32,4,1,11,37,-1,0,0
54,2,0,11,240,-1,0,0
35,3,0,11,23,126,5,0
33,2,1,11,11,-1,0,0
35,5,0,11,11,-1,0,0
49,5,1,11,13,192,1,0
53,3,0,11,412,143,1,0
31,2,0,11,104,-1,0,0
57,5,0,11,22,114,1,0
46,3,1,11,234,102,5,0
46,4,1,11,31,-1,0,0
51,3,0,11,30,-1,0,0
34,2,1,11,8,-1,0,0
30,5,0,11,105,-1,0,0
45,8,0,11,85,-1,0,0
36,1,1,11,36,-1,0,0
37,5,1,11,11,175,1,0
36,2,1,11,14,-1,0,0
56,1,1,11,19,179,3,0
31,1,0,11,521,-1,0,0
40,3,1,11,48,-1,0,0
50,7,0,11,37,-1,0,0
38,5,1,11,29,176,4,0
36,9,1,11,5,-1,0,0
32,2,0,11,9,-1,0,0
35,7,1,11,227,-1,0,0
38,3,1,11,51,113,2,0
51,2,1,11,168,-1,0,0
32,5,1,11,1015,-1,0,0
46,2,1,11,183,-1,0,0
45,1,0,11,326,-1,0,0
34,1,1,11,147,179,3,0
35,7,0,11,33,-1,0,0
36,2,1,11,72,29,4,0
32,3,1,11,53,-1,0,0
49,3,1,11,79,-1,0,0
42,2,0,11,1067,-1,0,0
39,8,0,11,10,-1,0,0
44,2,0,11,71,-1,0,0
36,3,1,11,273,-1,0,0
38,2,0,11,11,-1,0,0
32,3,1,11,274,-1,0,0
50,3,0,11,61,136,1,0
49,4,1,11,10,-1,0,0
30,1,1,11,47,-1,0,0
40,1,1,11,280,-1,0,0
42,5,0,11,34,-1,0,0
40,1,1,11,333,-1,0,0
36,1,1,11,219,-1,0,0
50,4,1,11,205,119,8,0
54,7,1,11,643,-1,0,0
31,2,0,11,1914,-1,0,0
28,11,1,11,24,-1,0,0
23,9,0,11,8,-1,0,1
41,3,1,12,43,-1,0,0
38,2,1,12,18,-1,0,0
50,3,0,12,12,-1,0,0
30,1,0,12,291,-1,0,0
22,2,0,12,6,-1,0,0
39,3,0,12,170,-1,0,0
32,2,0,12,10,-1,0,0
34,5,0,12,234,-1,0,0
55,6,0,12,173,-1,0,0
38,2,1,12,136,-1,0,0
32,1,0,12,232,-1,0,0
53,2,0,12,119,-1,0,1
28,4,0,12,333,-1,0,0
59,2,1,1,59,268,1,0
40,2,1,1,260,268,2,0
28,4,0,1,198,-1,0,0
46,3,1,1,58,-1,0,0
54,3,0,1,338,-1,0,0
53,12,0,1,69,-1,0,0
29,2,0,1,70,-1,0,0
26,4,0,1,112,-1,0,0
48,9,0,1,113,-1,0,0
38,2,1,1,62,-1,0,0
42,9,0,1,97,169,3,0
43,3,1,1,130,247,2,0
42,2,0,1,228,-1,0,0
59,5,1,1,602,253,5,1
27,5,0,1,285,-1,0,0
37,10,0,1,119,-1,0,0
36,3,1,1,57,-1,0,0
58,6,0,1,145,-1,0,0
28,10,0,1,30,-1,0,0
42,3,0,1,69,-1,0,0
26,2,0,1,267,-1,0,0
36,1,1,1,164,-1,0,0
42,5,0,1,997,-1,0,1
38,1,1,1,223,247,2,0
43,8,0,1,159,226,1,0
55,6,0,1,107,-1,0,0
43,8,1,1,72,167,2,0
30,2,1,1,204,-1,0,0
40,3,1,1,105,244,1,0
38,1,0,1,74,239,2,0
57,3,1,1,198,244,1,0
60,6,0,1,194,-1,0,0
32,11,0,1,558,-1,0,0
47,3,0,1,226,-1,0,0
55,3,0,1,1048,-1,0,1
27,3,0,1,389,-1,0,0
26,9,0,1,1387,-1,0,1
30,2,0,1,66,-1,0,0
34,4,0,1,50,-1,0,0
30,11,0,1,396,-1,0,0
59,1,0,1,56,-1,0,0
38,1,1,1,70,-1,0,0
28,4,0,1,485,-1,0,0
51,6,1,1,67,-1,0,0
48,5,0,1,228,196,2,0
30,2,0,1,80,-1,0,0
29,2,0,1,451,-1,0,0
53,9,0,1,885,-1,0,0
49,3,1,1,1232,-1,0,1
53,3,1,1,70,245,1,0
53,6,0,1,200,-1,0,0
33,1,1,1,104,245,2,0
29,4,0,1,468,-1,0,0
37,9,1,1,99,-1,0,0
26,5,0,1,100,-1,0,0
49,2,0,1,280,-1,0,0
28,5,0,1,296,-1,0,0
37,2,1,1,230,204,1,0
48,1,0,1,263,-1,0,0
26,7,0,1,158,-1,0,0
46,3,1,1,148,197,4,0
32,1,0,1,309,-1,0,0
57,5,0,1,91,231,1,0
52,5,1,1,446,182,8,0
30,2,0,1,200,-1,0,0
43,2,1,1,282,238,2,0
43,3,0,1,383,-1,0,0
46,3,1,1,83,258,1,0
41,2,0,1,227,-1,0,0
28,11,0,1,81,-1,0,0
27,2,0,1,24,-1,0,0
32,4,1,1,319,-1,0,0
48,3,1,1,123,204,1,0
46,2,0,1,56,-1,0,0
30,4,0,1,622,-1,0,1
42,3,1,1,137,-1,0,0
27,3,0,1,174,-1,0,0
43,3,0,1,41,-1,0,0
29,4,0,1,299,-1,0,0
28,11,0,1,90,-1,0,0
26,9,0,1,214,-1,0,0
29,1,0,1,161,-1,0,0
44,5,0,1,123,-1,0,0
28,9,0,1,154,-1,0,0
43,5,1,1,347,230,1,0
52,3,1,1,219,254,3,0
58,1,0,1,339,-1,0,0
52,3,0,1,165,-1,0,0
33,2,0,1,384,-1,0,0
33,4,0,1,90,265,4,0
32,9,0,1,233,-1,0,0
33,2,1,1,706,-1,0,0
31,2,1,1,572,-1,0,0
58,3,0,1,109,-1,0,0
34,12,0,1,829,-1,0,1
47,1,1,1,181,177,2,0
36,2,0,1,76,-1,0,0
26,1,0,1,43,-1,0,0
50,1,1,1,155,-1,0,0
55,5,1,1,342,-1,0,0
30,2,0,1,430,-1,0,0
53,7,0,1,176,189,1,0
52,9,1,1,172,-1,0,0
41,2,0,1,244,-1,0,0
58,9,0,1,402,-1,0,0
49,2,0,1,301,-1,0,0
58,4,0,1,56,-1,0,0
31,2,0,1,146,-1,0,0
52,3,1,1,103,245,2,0
45,3,0,1,355,-1,0,0
58,6,1,1,223,196,1,0
51,2,1,1,203,-1,0,0
45,3,0,1,574,-1,0,0
55,1,0,1,111,-1,0,0
57,6,0,1,139,-1,0,0
39,12,0,1,28,-1,0,0
41,4,1,1,138,-1,0,0
37,3,1,1,561,-1,0,0
46,2,1,1,68,-1,0,0
54,9,0,1,131,-1,0,0
26,3,0,1,390,-1,0,0
31,3,0,1,97,-1,0,0
59,9,0,1,300,-1,0,0
48,3,0,1,142,-1,0,0
44,1,0,1,531,-1,0,0
53,3,1,1,558,-1,0,0
54,8,0,1,242,184,8,0
57,2,0,1,132,-1,0,0
44,9,0,1,255,-1,0,0
60,6,0,1,156,-1,0,0
45,10,1,1,109,-1,0,0
41,1,0,1,314,-1,0,0
41,5,0,1,191,-1,0,0
29,4,0,1,80,-1,0,0
54,6,0,1,246,-1,0,0
56,9,0,1,461,204,2,0
31,9,0,1,304,71,1,0
43,7,0,1,256,-1,0,0
32,5,0,1,77,-1,0,0
35,9,0,1,100,-1,0,0
44,3,1,1,374,-1,0,0
31,3,1,1,71,223,9,0
38,3,1,1,52,-1,0,0
31,10,0,1,30,-1,0,0
43,1,0,1,412,-1,0,0
38,1,1,1,158,265,2,0
46,2,0,1,97,-1,0,0
50,1,0,1,268,-1,0,0
45,2,1,1,625,-1,0,0
35,1,0,1,121,-1,0,0
44,4,1,1,273,-1,0,0
55,9,0,1,70,-1,0,0
36,5,0,1,333,-1,0,0
37,10,0,1,39,-1,0,0
26,4,0,1,287,-1,0,0
49,9,0,1,60,-1,0,0
31,7,1,1,872,-1,0,1
38,2,1,1,86,189,1,0
51,4,0,1,214,183,2,0
44,4,1,1,99,246,4,0
42,10,0,1,44,-1,0,0
58,9,1,1,289,-1,0,0
53,10,0,1,48,181,5,0
48,2,0,1,58,-1,0,0
45,2,0,1,53,-1,0,0
60,7,0,1,326,183,6,0
60,6,0,1,449,-1,0,0
48,3,1,1,255,-1,0,0
35,2,0,1,507,184,4,0
41,10,0,1,51,-1,0,0
56,4,0,1,79,-1,0,0
59,6,0,1,192,-1,0,0
50,4,0,1,93,-1,0,0
52,3,1,1,144,197,2,0
48,2,0,1,121,190,2,0
57,1,0,1,221,182,5,0
36,4,1,1,126,-1,0,0
52,10,0,1,130,-1,0,0
59,6,0,1,384,-1,0,0
57,1,0,1,120,154,16,0
37,5,1,1,252,268,2,0
50,10,0,1,63,-1,0,0
48,3,0,1,73,-1,0,0
58,5,0,1,250,-1,0,0
45,3,1,1,368,-1,0,0
59,6,1,1,273,-1,0,0
54,2,1,1,66,198,3,0
47,9,0,1,852,-1,0,0
28,2,0,1,183,-1,0,0
55,4,0,1,214,-1,0,0
59,6,0,1,166,-1,0,0
45,2,0,1,207,-1,0,0
39,4,0,1,29,-1,0,0
45,10,1,1,280,-1,0,0
58,2,1,1,146,-1,0,0
27,11,0,1,131,-1,0,0
29,3,0,1,103,-1,0,0
50,2,1,1,326,-1,0,0
43,12,0,1,41,-1,0,0
46,2,0,1,107,163,5,0
50,1,0,1,37,-1,0,0
26,9,0,1,128,-1,0,0
40,3,0,1,596,-1,0,0
45,5,0,1,56,-1,0,0
29,12,0,1,59,-1,0,0
37,10,0,1,399,-1,0,0
59,4,1,1,222,191,1,0
33,2,1,1,144,-1,0,0
41,4,0,1,114,-1,0,0
54,4,0,1,105,-1,0,0
27,3,0,1,120,-1,0,0
36,3,1,1,90,-1,0,0
37,2,1,1,132,-1,0,0
52,4,0,1,978,189,1,0
53,3,1,1,160,-1,0,0
57,6,0,1,935,-1,0,0
48,3,1,1,188,-1,0,0
35,7,0,1,203,-1,0,0
32,1,0,1,432,-1,0,0
34,9,0,1,52,-1,0,0
28,12,0,1,769,-1,0,1
28,9,0,1,196,-1,0,0
34,7,0,1,55,-1,0,0
36,4,0,1,142,-1,0,0
28,3,1,1,455,-1,0,0
34,1,0,1,211,-1,0,0
54,4,1,1,102,-1,0,0
31,5,1,1,155,-1,0,0
38,2,0,1,63,-1,0,0
44,8,1,1,290,153,3,0
27,3,0,1,251,-1,0,0
30,4,1,1,445,223,1,0
39,1,1,1,32,-1,0,0
47,5,0,1,216,-1,0,0
32,4,0,1,435,-1,0,0
31,2,0,1,364,-1,0,0
58,9,0,1,38,-1,0,0
60,6,0,1,100,-1,0,0
37,1,0,1,389,181,5,0
32,11,1,1,929,-1,0,0
43,2,1,1,74,-1,0,0
48,3,0,1,74,176,2,0
33,2,0,1,219,-1,0,0
39,3,1,1,169,-1,0,0
54,3,1,1,87,-1,0,0
41,7,0,1,229,184,7,0
45,1,1,1,1972,-1,0,0
36,2,1,1,60,250,1,0
47,3,0,1,218,177,1,0
29,3,0,1,296,-1,0,0
32,2,0,1,458,-1,0,0
28,5,0,1,452,-1,0,0
53,3,0,1,146,-1,0,0
59,1,0,1,98,154,6,0
32,1,1,1,117,-1,0,0
33,1,1,1,176,266,1,0
55,3,0,1,158,153,12,0
32,3,0,1,741,-1,0,0
60,2,0,1,374,-1,0,0
32,2,0,1,92,-1,0,0
58,2,0,1,236,-1,0,0
33,3,1,1,191,-1,0,0
29,7,0,1,132,-1,0,0
41,3,0,1,301,-1,0,0
32,4,0,1,112,-1,0,0
31,3,1,1,175,-1,0,0
43,1,0,1,122,-1,0,0
58,3,0,1,536,-1,0,0
53,2,0,1,1745,-1,0,0
33,3,0,1,233,-1,0,0
32,9,0,1,38,-1,0,0
30,2,0,1,186,-1,0,0
46,3,0,1,1199,-1,0,1
43,1,1,1,170,240,1,0
42,3,0,1,230,-1,0,0
46,5,0,1,246,-1,0,0
52,3,0,1,198,-1,0,0
47,1,0,1,163,-1,0,0
49,3,1,1,90,204,1,0
48,9,0,1,196,-1,0,0
41,4,1,1,119,268,1,0
42,2,1,1,136,-1,0,0
50,2,0,1,92,-1,0,0
53,1,0,1,287,-1,0,0
44,10,0,1,68,-1,0,0
57,5,0,1,208,-1,0,0
42,3,0,1,234,181,6,0
30,5,0,1,135,-1,0,0
42,5,0,1,48,-1,0,0
55,1,0,1,88,-1,0,0
26,5,0,1,410,-1,0,0
45,3,0,1,210,-1,0,0
52,6,0,1,207,-1,0,0
39,2,1,1,139,-1,0,0
44,5,1,1,212,-1,0,0
56,3,0,1,290,184,2,0
42,7,0,1,296,-1,0,0
26,1,1,1,148,258,2,0
28,3,0,1,321,-1,0,0
30,1,1,1,241,-1,0,0
48,2,0,1,58,184,15,0
55,9,0,1,201,-1,0,0
41,3,0,1,411,156,8,0
55,2,0,1,271,-1,0,0
42,7,0,1,96,-1,0,0
52,2,0,1,1121,205,3,0
45,1,0,1,64,-1,0,0
42,3,0,1,119,-1,0,0
42,3,0,1,942,-1,0,0
29,2,0,1,873,-1,0,0
27,1,0,1,183,-1,0,0
43,3,0,1,352,-1,0,0
45,2,1,1,227,187,1,0
27,11,0,1,965,-1,0,0
27,11,0,1,177,-1,0,0
44,3,0,1,692,247,3,0
32,7,0,1,128,-1,0,0
26,11,0,1,42,-1,0,0
49,5,0,1,148,-1,0,0
50,3,1,1,391,191,1,0
54,2,0,1,515,-1,0,0
45,5,0,1,198,-1,0,0
28,11,0,1,554,-1,0,0
46,1,0,1,157,-1,0,0
51,9,0,1,360,-1,0,0
59,6,0,1,503,-1,0,0
35,3,0,1,81,-1,0,0
33,4,0,1,294,-1,0,0
39,2,0,1,224,-1,0,0
30,4,0,1,156,-1,0,0
53,2,0,1,405,-1,0,0
34,5,0,1,699,-1,0,0
42,1,0,1,567,-1,0,0
40,1,1,1,168,205,1,0
47,3,0,1,54,160,13,0
37,3,0,1,2150,-1,0,0
55,1,0,1,85,-1,0,0
26,9,0,1,1451,-1,0,1
27,11,0,1,180,-1,0,0
54,10,0,1,123,-1,0,0
59,6,0,1,127,-1,0,0
37,2,0,1,253,-1,0,0
47,2,0,1,65,-1,0,0
31,2,1,1,262,268,2,0
44,2,0,1,320,-1,0,0
32,2,1,1,70,-1,0,0
53,12,0,1,74,-1,0,0
39,3,1,1,79,-1,0,0
53,10,0,1,150,-1,0,0
39,3,0,1,114,-1,0,0
33,4,0,1,119,-1,0,0
49,3,0,1,91,-1,0,0
28,2,0,1,283,-1,0,0
53,3,0,1,82,-1,0,0
35,4,0,1,61,-1,0,0
30,2,0,1,119,-1,0,0
46,4,0,1,100,-1,0,0
54,4,0,1,98,-1,0,0
54,1,1,1,526,258,3,0
29,5,0,1,229,-1,0,0
51,4,0,1,148,-1,0,0
28,2,0,1,144,-1,0,0
28,2,0,1,258,-1,0,0
48,2,0,1,290,-1,0,0
26,3,0,1,104,-1,0,0
35,3,0,1,653,-1,0,0
31,5,0,1,944,-1,0,1
32,4,0,1,205,-1,0,0
31,5,0,1,134,-1,0,0
51,4,0,1,968,-1,0,1
29,5,0,1,49,183,4,0
53,7,0,1,201,-1,0,0
35,4,0,1,117,-1,0,0
46,3,0,1,404,-1,0,0
30,3,0,1,60,-1,0,0
40,4,0,1,246,-1,0,0
45,1,0,1,517,-1,0,0
51,3,1,1,82,254,2,0
55,9,1,1,134,-1,0,0
33,2,0,1,757,-1,0,0
47,4,1,1,270,-1,0,0
29,9,0,1,330,-1,0,0
37,2,0,1,46,-1,0,0
48,3,0,1,221,-1,0,0
29,9,0,1,451,-1,0,0
42,5,0,1,258,-1,0,0
31,5,0,1,49,-1,0,0
37,2,0,1,233,-1,0,0
48,12,0,1,412,-1,0,0
35,11,0,1,122,-1,0,0
43,2,0,1,152,-1,0,0
30,3,0,1,335,-1,0,0
38,2,1,1,315,-1,0,0
43,2,0,1,518,-1,0,0
27,11,0,1,125,-1,0,0
49,2,1,1,145,223,5,0
31,2,0,1,100,170,4,0
32,2,0,1,180,-1,0,0
30,2,0,1,250,246,1,0
26,11,0,1,220,-1,0,0
