age,job,education,balance,month,pdays,ifCreatedAccount,housingLoan
54,2,3,148,7,-1,0,0
49,3,2,305,7,-1,1,0
50,1,2,-54,7,-1,0,0
37,10,1,0,7,-1,0,1
42,2,3,2032,7,-1,0,1
41,4,2,100,7,-1,0,1
43,3,2,34,7,-1,0,1
39,1,2,-66,7,-1,0,0
33,8,2,-122,7,-1,0,0
35,8,3,-880,7,-1,0,0
49,2,3,2555,7,-1,0,0
37,8,3,0,7,-1,0,1
32,2,3,62,7,-1,0,0
59,1,2,0,7,-1,0,0
32,5,2,4612,7,-1,0,1
34,1,2,3990,7,-1,0,1
37,8,3,1514,7,-1,0,0
47,5,2,2,7,-1,0,0
45,4,2,434,7,-1,0,0
29,1,1,787,7,-1,0,1
41,5,2,1838,7,-1,0,1
48,5,2,2409,7,-1,0,1
33,4,2,61,7,-1,0,0
42,3,3,-411,7,-1,0,1
44,2,3,0,7,-1,0,1
26,3,2,415,7,-1,0,0
25,2,2,1272,7,-1,0,1
41,8,3,0,7,-1,0,1
52,4,2,121,7,-1,0,1
25,5,2,0,7,-1,1,1
28,9,3,497,7,-1,1,1
49,10,1,0,7,-1,0,1
55,1,0,728,7,-1,0,1
43,2,3,38,7,-1,0,1
34,3,3,0,7,-1,0,1
39,1,2,276,7,-1,0,0
48,2,3,64,7,-1,0,0
55,2,3,149,7,-1,0,0
45,6,1,25,7,-1,0,0
59,12,2,402,7,-1,0,0
50,2,3,619,7,-1,0,1
49,1,2,233,7,-1,0,1
35,3,2,0,7,-1,0,0
54,6,2,1371,7,-1,1,0
42,2,3,20,7,-1,0,0
34,2,3,775,7,-1,0,1
27,1,2,2074,7,-1,0,0
28,10,2,15,7,-1,0,1
49,1,2,165,7,-1,0,0
56,2,3,55,7,-1,0,0
46,7,2,0,7,-1,0,0
31,8,2,10,7,-1,0,1
28,3,3,1628,7,-1,1,1
38,5,2,311,7,-1,0,0
47,2,3,19,7,-1,0,0
59,2,3,2365,7,-1,0,0
34,5,2,380,7,-1,0,1
38,8,1,21,7,-1,0,1
32,5,2,-220,7,-1,0,1
27,3,3,372,7,-1,1,1
33,5,2,310,7,-1,0,1
36,5,2,14,7,-1,0,1
56,2,0,353,7,-1,0,0
51,2,3,-15,7,-1,0,0
30,3,3,179,7,-1,0,1
39,5,2,2,7,-1,0,1
37,3,3,2642,7,-1,0,1
25,5,2,156,7,-1,0,1
43,8,3,11532,7,-1,0,1
49,1,1,566,7,-1,1,1
27,3,2,0,7,-1,0,1
39,8,1,13930,7,-1,0,1
28,3,2,799,7,-1,0,1
53,1,1,343,7,-1,1,1
27,1,2,137,7,-1,0,0
37,2,3,4039,7,-1,0,0
30,2,3,5074,7,-1,0,1
32,3,2,26,7,-1,0,0
29,5,3,-62,7,-1,0,1
25,5,2,-282,7,-1,0,1
35,3,2,2471,7,-1,0,1
32,1,2,-49,7,-1,0,1
35,5,2,11,7,-1,0,1
50,4,2,556,7,-1,0,1
32,2,3,3107,7,-1,0,1
26,3,2,941,7,-1,1,0
51,1,1,1080,7,-1,0,0
27,5,1,140,7,-1,0,1
37,5,2,775,7,-1,1,0
34,1,2,1759,7,-1,1,0
34,4,2,2,7,-1,0,1
26,7,2,254,7,-1,0,1
30,1,2,3,7,-1,0,1
33,4,2,82,7,-1,1,1
50,3,2,59,7,-1,0,1
57,8,3,1681,7,-1,0,0
57,8,2,-525,7,-1,0,0
38,10,1,0,7,-1,0,0
27,3,2,41,7,-1,0,1
27,3,2,3485,7,-1,0,0
25,5,2,368,7,-1,0,0
46,2,3,502,7,-1,0,0
44,3,1,237,7,-1,0,1
30,9,3,4696,7,-1,0,1
34,1,0,568,7,-1,0,1
39,3,2,355,7,-1,0,0
30,1,2,297,7,-1,0,1
31,1,2,-723,7,-1,0,1
35,2,3,1723,7,-1,1,1
30,1,1,3195,7,-1,0,1
31,2,3,430,7,-1,0,1
29,7,3,162,7,-1,0,0
47,2,3,-488,7,-1,0,1
30,4,2,-635,7,-1,0,0
53,2,3,5261,7,-1,0,0
29,2,3,5698,7,-1,0,0
50,1,1,-454,7,-1,0,1
51,4,2,74,7,-1,0,1
42,1,1,5,7,-1,0,1
35,2,3,0,7,-1,0,1
30,3,2,-280,7,-1,0,1
32,4,3,176,7,-1,0,1
58,1,2,144,7,-1,0,0
30,4,2,60,7,-1,0,0
28,2,3,1466,7,-1,0,1
27,11,3,1,7,-1,0,0
42,2,3,3841,7,-1,0,1
26,3,3,233,7,-1,0,1
55,6,0,554,7,-1,0,0
35,2,3,48,7,-1,0,1
45,2,3,634,7,-1,0,1
49,3,2,-54,7,-1,0,1
36,2,3,142,7,-1,0,1
41,8,2,2959,7,-1,0,1
25,1,2,59,7,-1,0,1
33,2,1,91,7,-1,0,0
31,5,3,10122,7,-1,0,1
43,1,2,57,7,-1,0,1
31,5,2,395,7,-1,0,0
45,2,3,766,7,-1,0,1
45,1,2,79,7,-1,0,1
41,4,2,0,7,-1,0,0
54,1,1,95,7,-1,0,0
34,1,2,765,7,-1,0,0
25,1,2,2,7,-1,0,1
46,4,0,0,7,-1,0,1
36,4,2,191,7,-1,0,1
47,1,1,830,7,-1,0,0
51,6,1,1495,7,-1,1,0
38,3,2,294,7,-1,0,0
40,8,2,0,7,-1,0,1
53,5,2,1364,7,-1,0,0
32,1,1,380,7,-1,0,0
59,6,1,-182,7,-1,0,0
29,1,1,410,7,-1,0,0
48,7,3,103,7,-1,0,0
48,5,2,622,7,-1,0,1
53,10,2,559,7,-1,0,1
35,1,1,305,7,-1,0,1
36,10,3,147,7,-1,0,1
52,6,2,5423,7,-1,0,0
58,6,2,992,7,-1,0,0
34,3,2,675,7,-1,0,0
39,7,3,1492,7,-1,0,1
30,1,1,-242,7,-1,0,0
54,2,3,2079,7,-1,0,0
29,1,2,9,7,-1,0,1
54,2,3,3294,7,-1,0,1
37,2,3,287,7,-1,0,1
47,5,2,-116,7,-1,0,0
37,10,2,589,7,-1,0,1
46,3,2,-220,7,-1,0,1
42,1,2,0,7,-1,0,1
47,2,1,2793,7,-1,0,1
32,7,2,1259,7,-1,0,0
30,3,3,71,7,-1,0,1
40,1,2,0,7,-1,0,0
27,5,2,139,7,-1,0,0
36,8,2,1412,7,-1,0,1
40,2,3,205,7,-1,0,0
33,5,2,-319,7,-1,0,1
46,2,0,802,7,-1,0,1
37,5,2,652,7,-1,0,0
32,4,2,0,7,-1,0,0
39,10,2,1444,7,-1,1,0
25,4,2,0,7,-1,0,0
52,4,2,473,7,-1,0,1
32,4,2,2,7,-1,0,1
30,3,3,317,7,-1,0,1
57,2,3,4185,7,-1,0,1
36,2,3,612,7,-1,0,0
34,3,2,318,7,-1,0,0
25,3,2,1036,7,-1,0,1
56,10,1,871,7,-1,0,0
54,10,2,209,7,-1,0,1
59,6,2,5706,7,-1,0,1
48,2,3,4006,7,-1,0,0
39,2,3,1555,7,-1,0,1
55,1,1,2490,7,-1,0,0
43,1,2,1343,7,-1,0,1
39,3,2,-709,7,-1,0,1
47,10,2,4397,7,-1,0,1
57,2,2,262,7,-1,0,0
39,10,2,42,7,-1,0,1
43,2,2,1424,7,-1,0,1
46,5,1,860,7,-1,0,0
44,5,2,483,7,-1,0,1
32,9,3,1,7,-1,0,0
30,1,2,191,7,-1,0,0
31,1,2,-535,7,-1,0,1
36,5,2,-194,7,-1,0,0
33,1,2,0,7,-1,0,0
33,4,2,-300,7,-1,0,1
47,2,3,7,7,-1,0,1
28,2,3,231,7,-1,0,1
34,2,3,1116,7,-1,0,1
35,3,3,470,7,-1,1,1
26,5,2,0,7,-1,0,0
49,10,2,183,7,-1,0,0
51,9,1,1162,7,-1,1,1
29,5,2,-251,7,-1,0,0
57,2,2,23,7,-1,0,0
27,3,2,1359,7,-1,0,0
54,3,2,1331,7,-1,0,1
27,5,2,0,7,-1,0,0
37,3,0,334,7,-1,0,0
30,3,2,1625,7,-1,0,1
29,8,2,158,7,-1,0,1
34,1,1,654,7,-1,0,0
26,8,3,144,7,-1,0,0
40,1,2,60,7,-1,0,0
54,10,1,3304,7,-1,0,0
28,5,2,633,7,-1,0,0
40,2,3,-7,7,-1,0,0
36,2,3,1988,7,-1,0,1
33,1,2,0,7,-1,0,0
59,6,2,377,7,-1,0,0
34,3,2,0,7,-1,0,1
53,6,1,759,7,-1,0,1
55,7,2,2387,7,-1,0,1
51,2,3,323,7,-1,0,1
30,3,2,1626,7,-1,0,0
57,2,3,909,7,-1,0,1
51,2,3,656,7,-1,0,1
51,8,2,2156,7,-1,0,1
35,4,2,786,7,-1,0,0
42,5,2,108,7,-1,0,0
39,4,2,2903,7,-1,0,1
30,2,3,2,7,-1,1,1
59,10,1,0,7,-1,0,0
25,1,2,-102,7,-1,0,0
51,3,2,18,7,-1,0,0
31,5,2,-21,7,-1,0,0
41,4,2,1672,7,-1,0,1
31,3,3,0,7,-1,0,1
27,2,3,159,7,-1,0,1
27,1,2,5505,7,-1,0,1
52,5,2,2455,7,-1,0,0
38,4,2,689,7,-1,0,1
30,4,3,33,7,-1,0,1
44,3,3,3432,7,-1,0,1
32,3,2,4069,7,-1,0,1
44,7,3,233,7,-1,0,1
41,1,2,113,7,-1,0,0
34,3,2,1301,7,-1,0,1
36,8,2,475,7,-1,0,0
44,3,2,111,7,-1,0,1
30,1,1,-68,7,-1,0,1
32,1,1,104,7,-1,0,1
31,10,2,0,7,-1,0,1
32,5,2,441,7,-1,0,0
42,1,1,1628,7,-1,1,1
50,4,2,797,7,-1,0,1
56,2,3,6475,7,-1,0,0
42,10,1,1523,7,-1,0,1
54,2,2,1134,7,-1,1,1
28,2,2,265,7,-1,0,1
49,1,1,1644,7,-1,0,1
41,1,1,1018,7,-1,0,1
25,1,2,-23,7,-1,0,1
41,1,0,0,7,-1,0,0
32,5,2,0,7,-1,0,1
51,1,1,0,7,-1,1,1
36,2,3,909,7,-1,0,1
32,5,2,194,7,-1,0,1
27,3,2,15,7,-1,0,1
27,4,2,158,7,-1,0,1
49,4,2,560,7,-1,0,1
42,2,2,284,7,-1,0,0
40,4,2,274,7,-1,0,1
46,1,1,-160,7,-1,0,0
45,1,1,92,7,-1,0,0
57,6,1,63,7,-1,1,0
31,1,1,3,7,-1,0,0
28,5,2,7,7,-1,0,0
36,4,2,670,7,-1,0,1
45,5,2,88,7,-1,0,1
36,1,1,345,7,-1,0,1
30,2,3,1221,7,-1,1,1
34,1,2,-603,7,-1,0,0
33,7,3,980,7,-1,0,0
32,5,2,252,7,-1,0,1
28,4,2,230,7,-1,0,0
37,1,2,5024,7,-1,1,0
46,10,1,312,7,-1,0,1
30,3,2,2371,7,-1,0,1
58,6,1,999,7,-1,0,0
58,8,3,0,7,-1,0,0
49,8,2,1147,7,-1,0,1
46,1,1,-271,7,-1,0,1
33,3,2,-74,7,-1,0,1
37,2,3,-70,7,-1,0,1
38,4,1,0,7,-1,0,1
44,2,3,446,7,-1,0,0
34,8,2,-200,7,-1,0,0
37,1,2,236,7,-1,0,0
40,2,3,96,7,-1,0,1
28,4,2,649,7,-1,0,1
39,3,2,10685,7,-1,1,1
35,3,3,1629,7,-1,1,0
38,1,1,406,7,-1,0,1
41,1,2,1915,7,-1,0,1
27,3,2,-646,7,-1,0,1
35,2,3,972,7,-1,0,1
26,1,1,133,7,-1,0,0
60,6,2,90,7,-1,0,1
58,4,2,2,7,-1,0,1
31,2,3,1215,7,-1,0,0
26,5,1,2,7,-1,0,1
30,5,2,704,7,-1,0,1
31,8,3,1767,7,-1,0,0
27,2,3,9630,7,-1,0,1
33,1,2,-77,7,-1,0,1
45,3,2,586,7,-1,0,0
44,5,2,908,7,-1,0,1
30,1,2,363,7,-1,0,0
31,8,3,5156,7,-1,0,1
36,5,3,58,7,-1,0,1
55,1,2,496,7,-1,0,0
45,8,1,888,7,-1,0,1
58,6,1,282,7,-1,0,1
30,3,3,190,7,-1,0,1
34,3,3,2047,7,-1,0,1
35,3,3,670,7,-1,0,1
31,2,3,949,7,-1,0,1
26,1,1,40,7,-1,0,0
31,3,3,19,7,-1,0,1
51,8,2,-2082,7,-1,0,0
29,2,3,2063,7,-1,0,0
52,2,3,4,7,-1,0,0
56,3,2,4063,7,-1,0,0
40,2,3,0,7,-1,0,1
39,2,3,26,7,-1,0,1
56,2,3,-1493,7,-1,0,0
38,5,1,0,7,-1,0,0
35,4,2,-16,7,-1,0,0
37,2,3,0,7,-1,0,1
47,1,1,0,7,-1,0,1
58,3,2,-147,7,-1,0,1
60,6,2,74,7,-1,0,1
37,1,2,965,7,-1,0,1
57,4,2,0,7,-1,0,0
27,5,2,0,7,-1,0,1
42,1,2,-128,7,-1,0,0
32,5,2,0,7,-1,0,1
39,2,3,168,7,-1,0,0
53,5,1,-166,7,-1,0,0
33,2,3,349,7,-1,0,1
42,1,1,7041,7,-1,0,1
34,5,2,215,7,-1,0,0
48,2,2,268,7,-1,1,1
25,3,2,616,7,-1,0,0
49,5,2,220,7,-1,0,1
55,8,2,814,7,-1,0,0
28,2,3,84,7,-1,0,0
45,4,3,1506,7,-1,1,0
30,5,1,997,7,-1,0,1
46,5,2,53,7,-1,0,0
27,3,2,0,7,-1,0,1
25,2,3,155,7,-1,0,1
30,2,3,1235,7,-1,0,1
31,2,3,0,7,-1,1,1
50,5,2,0,7,-1,0,1
25,11,3,-380,7,-1,0,0
59,6,1,0,7,-1,0,1
36,3,2,-90,7,-1,0,1
33,8,3,114,7,-1,0,0
28,5,2,1136,7,-1,0,0
44,4,1,-92,7,-1,0,0
31,2,3,0,7,-1,0,1
35,7,2,5613,7,-1,1,1
27,2,3,72,7,-1,0,1
44,3,2,0,7,-1,0,1
52,1,1,4711,7,-1,0,1
46,4,2,31,7,-1,0,1
33,3,2,181,7,-1,0,1
38,3,3,465,7,-1,0,0
37,2,0,242,7,-1,0,0
34,4,2,79,7,-1,0,1
43,5,2,1220,7,-1,0,0
58,2,3,331,7,-1,0,0
32,2,3,15561,7,-1,0,1
52,2,3,2428,7,-1,0,1
43,5,2,-145,7,-1,0,1
53,8,0,202,7,-1,0,0
54,1,1,38,7,-1,0,0
38,5,2,0,7,-1,0,1
48,10,2,513,7,-1,1,0
39,2,3,278,7,-1,0,0
51,7,2,-206,7,-1,0,0
42,1,0,345,7,-1,0,1
33,2,3,0,7,-1,0,1
32,3,2,163,7,-1,0,1
59,4,2,373,7,-1,0,1
27,4,2,31,7,-1,0,1
40,3,2,-496,7,-1,0,0
43,5,2,-236,7,-1,1,1
38,2,3,8,7,-1,0,1
36,1,2,1587,7,-1,0,1
33,5,2,0,7,-1,0,1
40,5,2,9,7,-1,0,0
52,10,2,-12,7,-1,0,0
60,3,2,2041,7,-1,0,0
57,6,1,592,7,-1,0,0
29,5,2,166,7,-1,0,0
39,5,2,293,7,-1,0,1
28,3,2,181,7,-1,0,1
48,3,2,759,7,-1,0,1
56,1,2,1346,7,-1,0,0
29,1,2,246,7,-1,0,1
35,1,2,209,7,-1,0,1
48,10,2,0,7,-1,0,0
42,5,2,98,7,-1,0,1
43,1,1,-399,7,-1,1,0
59,10,1,0,7,-1,0,0
28,2,3,111,7,-1,0,1
56,4,2,1026,7,-1,0,1
38,2,2,1066,7,-1,0,1
39,1,2,366,7,-1,0,1
58,7,3,794,7,-1,0,0
34,4,2,1655,7,-1,0,1
48,7,3,147,7,-1,0,0
50,1,2,724,7,-1,0,0
26,1,2,37,7,-1,0,0
40,3,2,669,7,-1,0,1
32,3,2,659,7,-1,0,0
53,4,2,673,7,-1,0,0
26,1,1,1538,7,-1,0,0
49,5,2,0,7,-1,1,0
50,3,2,2972,7,-1,0,0
40,3,2,134,7,-1,0,1
25,5,2,5533,7,-1,0,1
28,4,2,157,7,-1,0,1
48,4,2,-160,7,-1,0,0
39,1,1,643,7,-1,0,0
26,3,3,-385,7,-1,0,1
34,2,2,516,7,-1,0,1
36,2,3,-861,7,-1,0,1
53,8,3,1129,7,-1,0,0
60,6,2,3570,7,-1,0,0
50,4,2,86,7,-1,0,0
55,6,2,1126,7,-1,0,1
30,4,2,-548,7,-1,0,1
31,7,3,170,7,-1,0,0
49,5,3,475,7,-1,0,1
48,1,2,917,7,-1,0,1
42,10,1,1,7,-1,0,1
53,10,1,362,7,-1,1,0
48,8,2,0,7,-1,1,0
30,5,2,1399,7,-1,0,0
58,4,2,447,7,-1,0,0
38,10,2,-278,7,-1,0,1
33,5,2,90,7,-1,0,1
39,5,2,-267,7,-1,0,1
27,3,2,3933,7,-1,1,0
44,10,2,829,7,-1,0,0
26,5,2,81,7,-1,0,1
26,1,2,0,7,-1,0,0
58,10,1,435,7,-1,0,1
29,1,1,-382,7,-1,0,1
55,3,2,3899,7,-1,1,1
56,2,3,-141,7,-1,0,0
36,1,1,656,7,-1,0,1
36,2,3,-1629,7,-1,0,1
35,4,2,289,7,-1,0,1
58,3,2,553,7,-1,0,1
26,5,2,4,7,-1,0,1
28,1,3,902,7,-1,0,1
44,1,2,215,7,-1,0,0
53,5,0,1012,7,-1,0,1
27,1,1,108,7,-1,0,1
52,5,1,14,7,-1,0,0
33,5,2,837,7,-1,0,1
31,1,1,290,7,-1,0,1
27,3,2,0,7,-1,0,1
29,3,2,5,7,-1,0,1
59,2,3,14,7,-1,0,0
32,1,2,82,7,-1,0,1
31,3,2,17,7,-1,0,1
46,1,2,-216,7,-1,0,1
50,4,2,167,7,-1,0,0
43,10,2,150,7,-1,0,0
51,1,2,224,7,-1,0,1
50,1,1,859,7,-1,0,1
27,7,3,0,7,-1,0,0
28,4,3,1104,7,-1,0,1
32,5,2,-173,7,-1,0,1
47,10,1,20,7,-1,0,0
43,2,3,-391,7,-1,0,1
39,1,2,1439,7,-1,0,1
52,5,0,482,7,-1,0,1
32,3,3,849,7,-1,0,1
41,3,2,611,7,-1,0,1
51,2,3,57,7,-1,0,0
50,10,2,1954,7,-1,0,0
42,2,3,1220,7,-1,0,1
28,3,2,-97,7,-1,0,0
33,8,3,407,7,-1,0,1
34,3,2,357,7,-1,0,1
38,2,3,-476,7,-1,0,1
35,1,2,449,7,-1,0,1
27,1,2,103,7,-1,0,0
55,3,3,-528,7,-1,0,0
29,5,2,553,7,-1,0,0
32,2,3,273,7,-1,0,1
34,3,2,0,7,-1,0,1
60,3,3,-361,7,-1,0,0
29,2,3,361,7,-1,0,1
32,4,2,2468,7,-1,0,1
29,3,3,676,7,-1,0,0
39,1,1,1373,7,-1,0,1
34,10,3,0,7,-1,0,0
40,5,2,473,7,-1,1,1
49,2,3,224,7,-1,0,1
29,5,2,209,7,-1,0,1
41,2,3,371,7,-1,0,1
49,1,1,73,7,-1,0,0
29,3,2,0,7,-1,0,1
50,4,2,546,7,-1,0,0
45,8,3,219,7,-1,0,1
41,4,2,239,7,-1,0,1
59,7,1,0,7,-1,0,1
25,9,2,157,7,-1,0,1
53,10,1,994,7,-1,0,0
34,4,3,262,7,-1,0,1
34,7,3,97,7,-1,0,1
30,11,3,146,7,-1,0,0
31,1,2,-571,7,-1,0,1
49,2,3,1556,7,-1,0,1
53,1,2,2267,7,-1,0,0
40,7,3,1616,7,-1,1,0
52,3,2,475,7,-1,0,1
59,6,1,824,7,-1,0,1
37,8,3,404,7,-1,0,1
31,2,2,20,7,-1,0,1
38,4,2,337,7,-1,0,0
38,1,2,1817,7,-1,1,1
56,3,2,76,7,-1,0,1
51,2,3,0,7,-1,0,1
27,3,2,3305,7,-1,0,0
59,1,2,-361,7,-1,0,0
41,2,2,49,7,-1,0,1
54,1,1,551,7,-1,0,1
32,5,2,72,7,-1,0,0
43,3,2,1413,7,-1,0,1
36,8,2,229,7,-1,0,1
38,1,1,-275,7,-1,0,0
59,10,1,88,7,-1,0,1
54,6,2,129,7,-1,1,0
41,10,2,0,7,-1,0,1
58,10,3,94,7,-1,0,0
40,2,3,552,7,-1,0,0
29,2,3,91,7,-1,0,1
46,5,2,-204,7,-1,0,1
39,2,3,759,7,-1,0,1
49,2,3,1468,7,-1,0,1
30,7,3,253,7,-1,0,1
37,5,2,1616,7,-1,0,1
31,9,2,90,7,-1,0,0
46,4,2,711,7,-1,0,0
36,3,2,1156,7,-1,0,1
34,8,2,3994,7,-1,0,0
55,2,3,141,7,-1,0,1
35,3,2,1508,7,-1,0,0
49,1,1,-165,7,-1,0,1
55,3,2,176,7,-1,0,1
26,5,2,1163,7,-1,0,0
54,3,2,1938,7,-1,1,0
32,4,2,976,7,-1,0,1
31,5,2,456,7,-1,0,1
41,4,3,96,7,-1,0,1
35,1,1,-631,7,-1,0,1
26,5,1,179,7,-1,0,1
37,1,1,147,7,-1,0,0
34,4,3,64,7,-1,0,1
41,3,2,2125,7,-1,0,1
31,1,2,-343,7,-1,0,0
39,4,2,-104,7,-1,0,1
34,2,3,436,7,-1,0,0
44,2,1,5418,7,-1,0,1
38,1,0,-933,7,-1,0,1
35,1,2,1397,7,-1,0,1
36,1,2,718,7,-1,0,1
36,2,3,1743,7,-1,0,1
30,4,2,39,7,-1,0,1
31,4,2,3,7,-1,0,1
31,2,3,34,7,-1,0,1
43,10,1,59,7,-1,0,0
44,3,2,0,7,-1,0,0
30,2,3,2,7,-1,0,1
34,3,2,2683,7,-1,0,0
39,9,2,74,7,-1,0,1
45,4,2,1214,7,-1,0,1
30,3,3,4321,7,-1,0,1
29,5,2,417,7,-1,0,1
30,5,2,208,7,-1,0,0
57,6,1,0,7,-1,0,0
33,9,3,271,7,-1,0,1
33,5,2,766,7,-1,0,1
52,1,2,1912,7,-1,0,1
35,5,2,742,7,-1,0,0
43,1,1,69,7,-1,0,0
40,2,3,30,7,-1,0,1
59,1,2,149,7,-1,0,0
56,5,2,4763,7,-1,0,1
36,3,2,-342,7,-1,0,1
26,2,2,63,7,-1,0,0
39,5,2,823,7,-1,0,1
40,2,3,0,7,-1,0,0
26,1,2,-685,7,-1,0,1
27,8,3,59,7,-1,0,0
33,1,2,0,7,-1,0,1
32,2,3,128,7,-1,0,1
56,3,2,124,7,-1,0,1
33,4,2,2,7,-1,0,1
26,1,2,18,7,-1,0,1
35,4,3,0,7,-1,0,1
26,9,3,102,7,-1,0,0
29,8,2,65,7,-1,0,1
32,4,2,48,7,-1,0,1
26,4,2,1690,7,-1,0,0
48,3,2,0,7,-1,0,0
33,2,3,1206,7,-1,0,1
50,4,2,133,7,-1,1,0
50,10,0,0,7,-1,0,0
36,2,3,13315,7,-1,0,0
48,1,2,387,7,-1,0,1
41,10,2,12,7,-1,0,0
55,2,3,655,7,-1,0,0
34,5,2,254,7,-1,0,1
60,7,2,3105,7,-1,0,0
52,5,2,21,7,-1,0,1
47,1,2,912,7,-1,0,0
43,6,1,400,7,-1,0,1
30,2,3,199,7,-1,0,0
34,1,2,1682,7,-1,0,1
25,1,2,76,7,-1,0,0
35,2,3,303,7,-1,0,1
30,4,3,2351,7,-1,0,0
31,1,1,48,7,-1,0,1
29,2,3,1895,7,-1,0,0
27,4,2,192,7,-1,1,0
47,4,2,303,7,-1,0,1
47,1,1,0,7,-1,0,1
40,4,2,419,7,-1,0,0
35,3,2,-499,7,-1,0,1
50,4,2,298,7,-1,0,0
44,1,2,841,7,-1,0,0
49,5,1,0,7,-1,0,0
32,1,1,60,7,-1,0,1
34,2,3,1725,7,-1,0,1
25,3,2,218,7,-1,0,1
31,5,2,0,7,-1,0,0
27,1,1,1,7,-1,0,1
56,2,3,-59,7,-1,0,0
44,4,2,251,7,-1,0,0
30,1,2,567,7,-1,0,1
46,4,2,-42,7,-1,0,0
59,8,2,0,7,-1,0,0
45,8,1,488,7,-1,0,1
50,3,2,349,7,-1,0,1
41,3,2,640,7,-1,0,0
36,1,1,715,7,-1,0,0
43,1,2,536,7,-1,0,0
47,1,1,292,7,-1,0,0
51,4,2,2130,7,-1,0,1
35,9,2,1,7,-1,0,1
44,1,2,337,7,-1,0,1
27,2,2,0,7,-1,0,1
39,3,3,54,7,-1,0,1
41,4,2,-5,7,-1,0,1
47,2,3,216,7,-1,0,1
31,7,3,3,7,-1,0,1
34,1,2,156,7,-1,0,1
29,3,2,426,7,-1,0,1
46,8,2,0,7,-1,0,1
58,6,2,3542,7,-1,0,1
37,5,2,3,7,-1,0,1
32,1,1,882,7,-1,0,0
31,3,3,-749,7,-1,0,1
36,2,3,8,7,-1,0,0
57,5,1,1700,7,-1,0,1
32,1,2,129,7,-1,0,1
35,2,3,366,7,-1,0,1
41,3,3,354,7,-1,0,0
37,4,2,-325,7,-1,0,0
60,6,2,879,7,-1,0,1
41,5,1,812,7,-1,0,1
30,4,0,4,7,-1,0,1
56,5,2,467,7,-1,0,0
42,3,2,-78,7,-1,0,1
26,1,1,344,7,-1,0,0
56,6,2,6114,7,-1,0,0
53,9,1,845,7,-1,0,0
56,6,1,21,7,-1,0,0
49,5,2,-249,7,-1,0,0
47,5,2,3333,7,-1,0,1
36,4,2,-323,7,-1,0,1
44,3,3,964,7,-1,0,0
45,5,0,9,7,-1,0,1
30,3,3,1103,7,-1,0,1
48,1,2,0,7,-1,0,0
59,2,2,-1246,7,-1,0,0
33,3,3,-482,7,-1,0,1
58,6,3,2086,7,-1,0,1
28,2,2,-513,7,-1,0,0
55,5,2,408,7,-1,0,1
45,2,0,1525,7,-1,0,0
59,4,1,0,7,-1,0,1
40,2,3,-495,7,-1,0,0
46,9,2,931,7,-1,0,0
42,3,2,-113,7,-1,0,1
44,2,1,4,7,-1,0,0
53,1,0,5624,7,-1,0,0
48,2,3,2263,7,-1,1,0
58,5,2,0,7,-1,0,0
59,9,1,46,7,-1,0,0
28,2,2,1154,7,-1,0,0
36,1,2,1563,7,-1,0,0
59,8,2,1085,7,-1,0,0
54,8,3,84,7,-1,0,0
57,3,2,0,7,-1,0,0
40,1,2,5483,7,-1,0,0
30,2,3,62,7,-1,0,1
45,3,2,49,7,-1,0,0
42,1,2,7547,7,-1,0,0
42,3,3,7190,7,-1,0,1
58,2,3,1517,7,-1,0,1
47,10,1,61,7,-1,0,0
58,2,2,407,7,-1,0,1
46,2,2,10,7,-1,0,1
48,3,0,5176,7,-1,0,0
42,5,0,-416,7,-1,0,0
49,7,2,357,7,-1,0,0
51,4,2,0,7,-1,0,0
51,3,2,-396,7,-1,0,1
56,5,0,0,7,-1,0,0
47,8,3,459,7,-1,0,1
57,4,2,3100,7,-1,0,0
51,1,2,7225,7,-1,0,0
40,4,2,94,7,-1,0,0
41,1,2,1882,7,-1,0,1
31,1,2,892,7,-1,0,1
56,1,0,6710,7,-1,0,0
57,6,1,0,7,-1,0,0
51,2,3,492,7,-1,0,0
32,5,2,91,7,-1,0,0
41,5,0,1538,7,-1,1,0
43,4,2,9173,7,-1,0,0
45,1,1,193,7,-1,0,1
41,2,3,3947,7,-1,0,0
50,2,3,596,7,-1,0,0
44,3,2,2575,7,-1,0,1
48,4,2,292,7,-1,0,1
36,2,3,442,7,-1,0,1
50,9,2,1772,7,-1,0,0
51,1,1,5,7,-1,1,0
46,1,1,564,7,-1,0,1
59,2,3,3390,7,-1,0,0
48,2,3,717,7,-1,0,0
56,3,2,1199,7,-1,0,1
51,8,3,209,7,-1,0,0
26,3,2,84,7,-1,0,1
34,5,2,0,7,-1,0,1
29,3,3,7,7,-1,0,1
47,5,2,917,7,-1,0,0
49,4,2,1697,7,-1,0,0
43,1,2,1149,7,-1,0,0
54,2,3,1692,7,-1,0,1
42,4,2,150,7,-1,0,0
55,2,3,797,7,-1,0,0
39,2,3,1234,7,-1,0,0
38,9,3,9881,7,-1,0,0
42,7,2,2130,7,-1,0,1
51,4,2,-338,7,-1,0,1
41,3,2,978,7,-1,0,0
53,7,3,4675,7,-1,0,1
30,2,3,1161,7,-1,0,1
44,1,2,1781,7,-1,0,1
42,2,2,1018,7,-1,0,0
51,9,1,0,7,-1,0,0
59,3,1,309,7,-1,0,0
43,8,3,210,7,-1,0,0
59,6,3,2512,7,-1,0,0
