job,education,default,balance,loan,month,ifCreatedAccount
8,2,0,1302,0,7,0
2,3,0,398,0,7,0
4,2,0,0,0,7,0
12,2,0,2023,0,7,0
3,2,0,2922,0,7,0
10,0,0,15681,0,7,0
1,2,0,-179,0,7,0
2,3,0,33,0,7,0
9,2,0,0,0,7,0
2,3,0,-299,0,7,0
6,2,0,119,1,7,0
2,3,0,332,1,7,0
6,3,0,-1598,0,7,0
2,3,0,147,0,7,0
1,2,0,221,0,7,0
8,2,0,1553,0,7,0
7,1,0,2349,1,7,0
2,3,0,-468,0,7,1
4,2,0,330,1,7,0
5,2,0,732,0,7,0
2,3,0,0,0,7,0
3,2,0,1712,0,7,0
2,3,0,0,1,7,0
1,2,0,285,1,7,0
1,2,0,3188,0,7,0
9,2,0,3721,0,7,0
2,3,0,230,0,7,0
6,2,0,194,1,7,0
3,2,0,34,0,7,0
5,2,0,97,0,7,0
6,1,0,0,0,7,0
2,3,0,2173,0,7,0
2,3,0,66,1,7,0
5,2,0,4664,0,7,0
3,2,0,-174,1,7,0
1,1,0,133,1,7,0
7,2,0,0,0,7,0
4,2,1,-444,1,7,0
10,1,0,410,1,7,0
10,1,0,0,0,7,0
5,2,0,251,0,7,0
2,3,0,1180,0,7,0
7,3,0,3972,0,7,0
5,2,0,0,0,7,0
1,2,0,856,1,7,0
1,1,0,128,0,7,0
2,3,0,2366,1,7,0
9,2,0,2489,0,7,0
9,2,0,2248,0,7,0
5,0,0,1340,1,7,0
5,2,0,1326,0,7,0
7,3,0,819,0,7,0
6,2,0,679,0,7,1
3,2,0,167,0,7,0
9,2,0,0,0,7,0
1,2,0,384,1,7,0
8,0,0,206,0,7,1
2,3,0,1300,0,7,0
4,0,0,892,0,7,0
6,2,0,39,0,7,0
1,2,0,305,0,7,0
5,2,0,5486,0,7,0
2,3,0,1,0,7,1
8,2,0,4000,0,7,0
10,1,0,921,0,7,0
3,3,0,16,0,7,0
4,3,0,1015,1,7,0
1,2,0,0,0,7,0
4,2,0,251,0,7,0
7,3,0,166,0,7,0
1,2,0,29,0,7,0
2,3,0,337,0,7,0
2,3,0,123,0,7,0
4,2,0,285,0,7,0
1,2,0,1175,1,7,0
5,2,0,-437,1,7,0
2,3,1,0,1,7,0
2,3,0,81,1,7,0
3,2,0,86,0,7,0
9,3,0,0,0,7,0
3,2,0,489,0,7,1
4,1,0,412,0,7,0
1,2,0,-288,1,7,0
4,2,0,769,0,7,0
10,2,1,-319,1,7,0
2,3,0,37,0,7,0
10,1,0,78,0,7,1
2,2,0,-62,1,7,0
3,0,0,1939,0,7,0
10,1,0,2518,0,7,1
3,0,0,1923,0,7,0
4,2,0,2682,0,7,0
2,3,0,346,0,7,0
7,3,0,0,0,7,0
5,2,0,397,1,7,0
1,1,0,2,0,7,0
3,3,0,184,0,7,0
5,2,0,972,0,7,0
2,3,0,89,0,7,0
4,2,0,1705,0,7,0
5,2,0,0,0,7,0
5,2,0,-11,0,7,0
3,3,0,-1099,0,7,0
2,3,1,35,0,7,0
2,3,0,0,0,7,0
4,2,0,230,0,7,0
10,1,0,1337,0,7,0
4,2,0,378,0,7,1
1,2,0,2047,0,7,0
2,2,0,321,1,7,0
10,1,0,283,0,7,0
2,2,0,0,0,7,0
3,2,0,23,0,7,0
2,3,0,423,0,7,0
1,1,0,-209,0,7,0
4,3,0,869,0,7,0
1,2,0,395,1,7,0
2,3,0,160,0,7,0
1,2,0,8,0,7,0
9,0,0,144,0,7,0
1,1,0,630,0,7,0
7,0,0,680,0,7,0
5,2,0,742,0,7,0
5,2,1,13,1,7,0
7,3,0,50,0,7,0
2,3,0,89,0,7,0
6,2,0,4194,1,7,0
2,2,0,900,0,7,0
4,2,0,345,1,7,0
3,2,0,391,1,7,1
3,2,1,-1322,0,7,0
9,0,0,846,0,7,0
1,2,0,5414,0,7,0
5,2,0,393,1,7,0
9,2,0,-144,0,7,1
5,2,0,3536,0,7,0
1,1,0,1500,0,7,0
5,2,0,694,0,7,0
4,2,0,394,1,7,0
4,2,0,244,0,7,0
1,2,0,644,1,7,0
3,3,0,3337,1,7,0
4,2,0,0,0,7,0
2,3,0,11,0,7,0
5,2,0,0,0,7,0
4,2,0,116,0,7,0
4,2,0,70,0,7,0
2,3,0,25290,0,7,0
2,3,0,1938,0,7,0
2,3,0,670,0,7,0
8,3,0,17410,0,7,0
1,2,0,726,0,7,0
5,0,0,5980,0,7,0
3,2,0,5681,0,7,0
2,3,0,0,0,7,0
2,2,0,208,1,7,0
2,2,0,51,0,7,0
2,3,0,0,0,7,0
9,1,0,311,0,7,0
2,3,0,82,0,7,0
4,2,0,1996,1,7,0
2,2,0,1114,0,7,0
2,3,0,10347,0,7,0
5,2,0,2061,0,7,0
1,1,0,80,0,7,0
6,0,0,201,0,7,0
2,2,0,1138,0,7,0
3,2,1,0,1,7,0
3,2,0,3023,0,7,0
4,2,0,526,1,7,0
1,1,0,4399,0,7,0
1,1,0,816,0,7,0
5,2,0,0,0,7,0
4,2,0,352,1,7,0
3,2,0,0,0,7,0
7,3,0,0,0,7,0
1,2,0,417,0,7,0
6,2,0,224,1,7,0
6,1,0,118,0,7,0
4,2,0,483,0,7,0
3,2,0,161,1,7,0
4,3,0,1209,0,7,0
8,2,0,404,0,7,0
2,3,0,47,1,7,0
1,1,0,0,0,7,0
8,3,0,1636,0,7,0
2,3,0,385,1,7,0
7,3,0,1240,0,7,1
3,3,0,6763,0,7,0
2,3,0,1837,0,7,0
4,2,0,3842,0,7,0
4,2,0,272,0,7,0
2,3,0,0,0,7,0
3,3,0,-554,1,7,0
1,1,0,-60,0,7,0
2,3,0,1139,0,7,0
1,1,0,63,1,7,0
4,2,0,194,0,7,0
10,3,0,1226,0,7,0
2,0,0,4567,0,7,0
6,1,0,1591,0,7,0
1,1,0,1792,0,7,1
9,3,0,64,0,7,0
2,0,1,62,0,7,0
4,2,0,816,0,7,0
5,2,0,1694,1,7,0
1,2,0,37,1,7,0
1,1,0,880,0,7,0
8,1,0,62,0,7,0
5,2,0,42,0,7,0
1,0,0,2284,0,7,1
3,2,0,264,1,7,1
3,0,0,689,0,7,0
2,3,0,179,0,7,0
1,2,0,-477,0,7,0
3,2,0,703,0,7,0
4,2,0,377,0,7,0
3,2,0,1518,1,7,0
2,3,0,-381,0,7,0
3,3,0,7,1,7,0
1,2,0,1968,0,7,0
4,3,0,634,0,7,0
8,0,0,28,0,7,0
1,2,0,870,1,7,0
1,2,0,750,0,7,0
8,3,0,992,0,7,0
3,1,0,538,0,7,0
3,2,0,1063,0,7,0
1,1,0,153,1,7,0
5,2,0,124,0,7,0
3,2,0,799,0,7,0
2,3,0,4617,0,7,0
7,2,0,0,0,7,0
10,0,0,603,0,7,0
8,1,0,1770,1,7,0
1,2,0,-404,0,7,0
5,1,0,14,1,7,0
1,2,0,2307,0,7,0
7,2,0,830,0,7,0
8,0,0,3404,0,7,0
6,2,0,53,0,7,0
1,1,0,704,0,7,0
3,2,0,3267,1,7,0
3,3,0,571,1,7,0
3,3,0,108,0,7,0
6,1,0,353,0,7,0
1,2,0,264,0,7,0
1,2,0,462,0,7,0
2,3,0,0,0,7,0
7,2,0,884,0,7,0
2,3,0,617,0,7,0
8,0,0,20584,0,7,0
9,2,0,13818,0,7,0
2,3,0,4358,0,7,0
2,3,0,580,0,7,0
10,2,0,39,0,7,0
1,2,0,677,1,7,0
1,2,0,723,0,7,0
2,3,0,29,0,7,0
7,2,0,5317,0,7,0
4,2,0,490,0,7,0
5,2,1,-697,0,7,0
1,2,0,2924,0,7,0
2,0,0,944,0,7,0
7,2,0,390,0,7,0
6,1,0,3079,0,7,0
2,3,0,3158,0,7,0
2,0,0,970,0,7,0
5,2,0,1742,0,7,0
1,2,0,1953,0,7,0
4,3,0,669,1,7,0
3,1,0,275,0,7,0
3,3,0,1079,0,7,0
9,3,0,0,0,7,1
8,3,0,3846,0,7,0
3,2,0,0,0,7,0
4,2,0,340,1,7,0
10,1,0,24,0,7,0
5,0,0,313,0,7,0
3,2,0,884,1,7,0
1,2,0,86,0,7,0
4,2,0,3308,1,7,0
1,2,0,4853,0,7,0
3,0,0,-168,0,7,0
4,2,0,137,0,7,0
3,2,0,0,0,7,0
1,2,0,-518,0,7,0
4,2,0,3936,0,7,0
1,0,0,557,0,7,0
5,2,0,105,0,7,0
1,1,0,842,0,7,0
1,1,0,260,0,7,0
1,1,0,595,0,7,0
6,1,0,284,0,7,0
6,1,0,2538,0,7,0
1,1,0,2554,0,7,0
1,2,0,4900,0,7,0
9,1,0,2171,0,7,0
4,1,0,6187,0,7,0
5,2,0,0,0,7,0
1,2,0,4336,0,7,0
8,3,1,-392,0,7,1
5,2,0,0,0,7,0
1,0,0,55,0,7,0
2,1,0,548,0,7,0
2,2,0,-876,1,7,0
1,2,0,1239,0,7,0
3,2,0,8758,0,7,0
4,2,0,-218,1,7,0
1,1,0,-759,0,7,0
1,1,0,0,0,7,0
3,2,0,296,0,7,0
5,2,0,27,1,7,0
10,2,0,1397,0,7,0
4,2,0,1629,0,7,0
2,2,0,1605,0,7,0
1,2,0,846,0,7,0
5,2,0,428,0,7,0
2,0,0,3165,0,7,0
3,2,0,3144,0,7,0
1,1,0,2105,0,7,0
5,0,0,-82,0,7,0
5,2,0,247,0,7,0
3,2,0,-1076,0,7,0
2,3,0,590,0,7,0
5,2,0,-522,0,7,0
1,2,0,0,1,7,0
2,3,0,12,0,7,0
10,1,0,77,0,7,1
1,1,0,2053,0,7,0
2,3,0,2473,1,7,0
10,3,0,2858,0,7,0
3,2,1,685,0,7,0
5,2,0,998,0,7,0
4,2,0,3029,1,7,0
9,1,0,1,0,7,0
7,2,0,2191,0,7,0
6,2,0,3648,0,7,0
5,2,0,48,0,7,1
1,1,0,252,0,7,1
9,2,0,4487,0,7,0
6,1,0,488,0,7,0
2,2,0,4105,0,7,0
1,1,0,200,1,7,0
4,2,0,176,0,7,0
6,2,0,2651,0,7,0
7,1,0,106,0,7,0
2,3,0,4460,0,7,0
2,2,0,1502,0,7,0
6,2,0,1354,0,7,0
10,2,1,-1531,0,7,0
4,2,0,2554,0,7,0
3,3,0,1023,0,7,0
2,3,0,0,0,7,0
1,0,0,1662,0,7,0
1,1,0,532,0,7,0
2,3,0,55,0,7,0
3,0,0,668,0,7,0
1,0,0,2391,0,7,0
2,3,0,0,1,7,0
5,2,0,389,0,7,0
1,1,0,-455,1,7,0
2,3,0,2597,0,7,0
9,2,0,714,0,7,0
2,3,0,16,0,7,0
5,2,0,4392,0,7,0
2,3,0,385,1,7,0
1,2,0,14,0,7,0
2,3,0,2,1,7,0
3,3,0,5059,0,7,0
1,2,0,96,0,7,0
4,2,0,-211,1,7,0
2,3,0,2110,1,7,0
2,2,0,4908,0,7,0
6,2,0,0,0,7,0
2,3,0,2261,0,7,0
5,2,0,2219,0,7,0
1,2,0,1553,0,7,0
7,1,0,2077,0,7,0
5,2,0,-459,0,7,0
1,1,0,602,0,7,0
1,2,0,1954,0,7,1
5,2,0,3546,1,7,0
1,2,0,3036,0,7,0
3,2,0,533,0,7,0
2,2,0,0,0,7,0
2,3,0,648,0,7,0
9,2,0,0,0,7,0
1,2,0,5,0,7,0
2,1,0,375,0,7,0
3,2,0,1689,0,7,0
2,3,0,2258,0,7,0
4,2,0,470,0,7,0
4,2,0,4343,0,7,0
2,3,0,935,0,7,0
2,1,0,1533,0,7,0
2,3,0,22,0,7,0
2,3,0,4357,0,7,0
2,3,1,0,0,7,0
10,2,0,271,0,7,0
4,2,0,812,1,7,0
5,2,1,0,0,7,0
1,1,0,517,0,7,0
3,2,0,-195,0,7,0
6,1,0,3549,0,7,0
2,1,0,80,1,7,0
1,1,0,0,0,7,0
3,1,0,755,1,7,1
2,2,0,1077,0,7,0
7,3,0,5350,1,7,1
12,0,0,33,0,7,0
2,2,0,3384,0,7,0
2,3,0,1623,0,7,0
2,3,0,2801,0,7,0
1,1,0,333,0,7,0
5,2,0,0,1,7,0
2,3,0,3366,0,7,0
8,0,0,4,1,7,0
8,3,0,99,1,7,0
2,3,0,3770,0,7,0
1,2,0,7365,0,7,0
2,3,0,-1737,1,7,0
2,2,0,-382,0,7,1
1,2,0,1911,0,7,0
3,3,0,4656,0,7,0
1,1,0,704,1,7,0
3,3,0,1593,0,7,0
3,2,0,7957,0,7,0
8,1,1,-736,0,7,0
2,3,0,466,0,7,0
8,2,0,1,0,7,0
10,3,0,7441,0,7,1
4,2,0,347,0,7,0
5,2,0,375,0,7,0
1,1,0,4401,0,7,0
10,1,0,259,0,7,0
2,3,0,4039,0,7,0
3,2,0,0,0,7,0
6,1,0,-266,1,7,0
5,2,0,0,0,7,0
1,2,0,3,0,7,0
1,2,0,0,0,7,0
1,2,0,1030,0,7,0
2,3,0,4359,0,7,0
5,2,0,27,1,7,0
9,2,0,488,0,7,0
5,2,0,56,0,7,0
2,3,0,1731,0,7,1
5,2,0,-626,1,7,0
5,2,0,87,1,7,0
1,2,0,923,0,7,0
5,1,0,171,1,7,0
1,1,0,532,0,7,0
7,2,0,3211,0,7,0
2,3,0,439,0,7,0
8,2,0,1,1,7,0
5,2,0,4697,0,7,0
3,2,0,1822,1,7,0
1,1,0,655,1,7,0
6,2,0,1172,0,7,0
3,2,0,133,0,7,0
4,2,0,-137,0,7,0
1,2,0,29,1,7,0
9,2,0,3250,0,7,0
3,3,1,-2827,1,7,0
2,3,1,-1176,1,7,0
9,2,0,18,0,7,0
2,3,0,2706,0,7,0
2,3,0,2547,0,7,0
6,2,0,728,0,7,0
2,3,0,6030,0,7,0
5,2,0,-555,0,7,0
5,1,0,308,0,7,0
1,2,0,10005,0,7,0
4,0,1,-612,0,7,0
2,3,0,1187,0,7,0
1,2,0,1362,0,7,0
3,2,0,-1,1,7,0
1,0,0,879,0,7,0
1,2,0,98,0,7,0
4,2,0,0,0,7,0
4,1,0,1040,0,7,0
10,3,0,554,0,7,0
3,2,0,2398,1,7,0
12,0,0,1317,0,7,0
2,3,0,2564,0,7,0
2,3,0,413,1,7,0
1,1,0,0,0,7,0
3,3,0,804,0,7,0
8,3,0,65,0,7,0
3,2,1,-251,1,7,0
2,3,0,3,0,7,0
3,3,0,237,0,7,0
2,3,0,0,0,7,0
4,2,1,1110,1,7,0
4,3,0,861,0,7,0
1,2,0,107,0,7,0
3,3,0,-983,1,7,0
4,2,0,186,1,7,0
2,2,0,2215,1,7,0
2,3,0,4929,0,7,0
1,2,0,598,0,7,0
7,3,0,1286,0,7,0
2,3,0,0,0,7,0
1,1,0,0,0,7,0
4,2,0,598,0,7,0
5,0,0,0,0,7,0
2,3,0,4,0,7,0
1,0,0,5640,0,7,0
7,3,0,745,1,7,0
1,1,0,235,0,7,0
8,3,0,0,0,7,0
2,3,0,-57,0,7,0
1,2,0,108,0,7,0
3,0,0,-11,1,7,0
8,0,0,1179,1,7,0
2,3,0,755,0,7,1
6,3,0,-22,0,7,0
1,1,0,847,0,7,0
5,0,0,0,0,7,0
2,3,0,0,0,7,0
1,2,0,139,1,7,0
4,2,0,166,1,7,0
1,0,0,-570,0,7,0
7,3,0,833,0,7,0
1,1,0,0,0,7,0
2,3,0,148,0,7,0
2,3,0,7154,0,7,0
5,2,0,0,0,7,0
9,2,0,1,0,7,0
1,2,0,39,0,7,0
1,1,0,-105,1,7,0
5,2,0,514,0,7,0
2,3,0,1493,0,7,0
2,0,0,876,0,7,0
9,1,1,11,0,7,0
5,2,0,-361,0,7,0
4,2,0,1412,0,7,0
3,2,0,2677,1,7,0
1,2,0,3258,0,7,0
3,3,0,1476,0,7,0
7,3,0,208,0,7,0
2,3,0,4879,0,7,0
2,3,0,714,0,7,0
1,1,0,1256,0,7,0
5,2,0,5850,0,7,0
3,2,0,76,0,7,0
3,2,0,2921,0,7,0
4,2,0,1049,0,7,0
5,2,0,0,0,7,0
5,2,0,0,0,7,0
1,2,0,0,1,7,0
1,2,0,-172,0,7,0
2,3,0,-187,0,7,0
2,3,0,572,0,7,0
8,2,0,-125,1,7,0
3,3,0,127,0,7,0
5,1,0,198,0,7,0
2,3,0,62,0,7,0
1,2,0,284,0,7,0
2,3,0,813,0,7,0
5,2,0,12,1,7,0
2,3,0,403,0,7,0
3,2,0,1812,0,7,0
2,3,0,1990,0,7,0
7,1,0,67,0,7,0
4,2,0,-7,1,7,0
5,0,0,6145,0,7,0
2,3,0,270,0,7,0
2,3,0,-499,0,7,0
2,3,0,94,0,7,0
1,2,0,969,1,7,0
1,2,0,2297,0,7,0
1,0,0,-923,0,7,0
3,2,0,608,0,7,0
2,3,0,1,0,7,0
3,2,0,72,0,7,0
4,2,0,-426,1,7,0
4,2,0,-405,0,7,0
1,0,0,1496,0,7,0
2,3,0,66,0,7,0
3,2,0,0,0,7,0
7,3,0,3137,0,7,0
1,1,0,292,0,7,0
3,2,0,4,0,7,0
1,1,0,57,0,7,1
7,3,0,5331,1,7,0
7,2,0,0,0,7,0
5,2,0,0,1,7,0
3,2,0,2,1,7,0
2,3,0,1078,0,7,0
4,2,0,189,0,7,0
1,1,0,554,0,7,0
3,2,0,10655,0,7,0
7,2,0,4153,0,7,0
10,1,0,0,0,7,0
5,2,0,181,0,7,0
3,0,0,1077,0,7,0
9,2,0,48,0,7,0
3,0,0,1471,0,7,0
7,3,0,0,1,7,0
1,1,0,856,0,7,0
1,2,0,1293,0,7,0
7,3,0,368,0,7,0
1,2,0,280,1,7,0
3,2,0,499,0,7,0
6,2,0,410,1,7,0
1,1,0,8218,0,7,0
1,2,0,699,1,7,0
1,2,0,298,0,7,0
2,3,0,-547,1,7,0
1,1,0,-30,0,7,0
2,2,0,2383,0,7,0
4,2,0,902,0,7,0
5,2,0,812,0,7,0
3,3,0,702,1,7,0
6,3,0,2194,0,7,0
1,2,0,2725,0,7,0
4,2,0,4196,0,7,0
4,1,0,-466,1,7,0
3,3,0,0,0,7,0
4,2,0,5181,1,7,0
5,1,0,-109,0,7,0
1,1,0,-97,1,7,0
9,2,0,0,0,7,0
1,1,0,23,0,7,0
2,3,0,1515,0,7,0
4,1,0,3644,1,7,1
5,2,0,0,0,7,0
1,1,0,-294,1,7,0
2,1,1,-39,0,7,0
3,3,0,4439,0,7,0
1,0,0,2298,0,7,0
2,2,0,372,0,7,0
5,2,0,642,0,7,0
1,1,0,371,0,7,0
5,2,0,712,0,7,0
5,2,0,-12,0,7,0
6,2,0,935,0,7,0
6,1,0,235,1,7,0
2,2,0,1064,0,7,0
5,2,0,7,0,7,0
4,2,0,5048,0,7,0
3,3,1,-736,0,7,0
1,2,0,737,1,7,0
1,2,0,3285,0,7,0
4,2,0,5132,0,7,0
1,1,0,2064,0,7,0
5,2,0,377,1,7,0
10,2,0,315,0,7,0
2,3,0,1197,1,7,0
8,3,0,1076,0,7,0
4,1,0,1811,0,7,0
1,2,0,249,0,7,0
1,0,0,1402,0,7,0
3,3,0,1186,1,7,0
2,3,0,4917,1,7,0
3,2,0,649,0,7,0
5,2,0,12,1,7,0
2,0,0,24,0,7,0
2,3,0,4374,0,7,0
1,2,0,9585,0,7,0
4,2,0,341,0,7,1
2,3,0,1594,0,7,0
8,3,0,52,0,7,0
6,2,0,0,0,7,0
9,1,1,44,0,7,0
9,3,0,2340,0,7,0
3,2,0,-122,1,7,0
3,2,0,188,1,7,0
4,2,0,247,0,7,0
9,1,0,1183,0,7,1
1,2,0,1060,1,7,0
1,1,0,36,1,7,0
4,2,0,2796,0,7,0
6,1,0,0,0,7,0
1,1,0,2163,0,7,0
7,2,0,4440,1,7,0
4,2,0,-14,0,7,0
3,2,0,-215,1,7,0
1,2,0,306,0,7,0
9,2,0,1281,0,7,0
2,3,0,-75,1,7,0
1,2,0,4259,0,7,0
1,2,0,1550,0,7,0
1,2,0,-27,1,7,0
5,2,0,199,0,7,0
1,2,0,2066,1,7,0
2,3,0,14190,0,7,0
2,3,0,-6,0,7,0
2,3,1,53,0,7,0
1,1,0,259,1,7,0
1,0,0,-742,1,7,0
4,2,0,4492,1,7,0
11,0,0,-7,0,7,0
4,2,0,611,0,7,0
3,2,0,8973,0,7,0
11,2,0,188,0,7,0
1,2,0,-32,1,7,0
9,2,0,-42,1,7,0
10,2,0,991,0,7,0
9,2,0,0,0,7,0
5,2,0,388,0,7,1
4,2,0,-1091,1,7,0
4,2,0,1138,1,7,0
9,2,0,1811,0,7,0
4,2,0,47,1,7,0
6,0,0,411,1,7,0
1,2,0,144,1,7,0
5,2,0,102,0,7,0
4,3,0,2053,0,7,0
4,2,0,-328,1,7,0
9,2,0,297,0,7,0
9,2,0,588,0,7,0
4,2,0,6878,0,8,0
3,2,0,1063,1,8,0
5,3,0,3480,0,8,0
2,3,0,0,0,8,0
2,3,0,1570,0,8,0
2,3,0,3007,0,8,0
3,2,1,-63,1,8,0
2,2,0,1098,0,8,0
2,3,0,3348,0,8,0
2,3,0,1254,0,8,0
7,3,0,663,0,8,0
10,3,0,303,0,8,0
2,3,0,1415,0,8,0
2,3,0,0,1,8,0
2,3,0,1213,0,8,0
3,2,0,0,0,8,0
2,3,0,0,0,8,0
3,2,0,324,0,8,0
3,2,0,2433,0,8,0
4,2,0,769,0,8,0
3,2,0,6699,0,8,0
12,0,0,1533,0,8,0
2,2,0,1950,0,8,0
3,2,0,0,0,8,0
2,3,0,1700,0,8,0
3,2,0,1919,0,8,1
12,0,0,1571,0,8,0
4,1,0,6997,0,8,0
3,2,0,1591,0,8,0
6,2,0,5207,0,8,0
3,3,0,211,0,8,0
2,2,0,231,1,8,0
3,3,0,907,1,8,0
1,0,0,742,0,8,0
2,3,0,36,0,8,0
3,3,0,1619,0,8,0
4,2,0,2262,0,8,0
2,3,1,37,0,8,0
7,2,0,181,0,8,0
2,2,0,0,0,8,0
3,2,0,432,1,8,0
3,3,0,387,0,8,0
1,2,0,-397,1,8,0
2,3,0,255,0,8,0
1,0,0,0,0,8,0
1,1,0,136,0,8,0
3,2,0,2305,0,8,0
3,2,0,-281,0,8,0
1,1,0,783,0,8,0
2,3,0,1313,0,8,0
3,2,0,3410,0,8,0
1,1,0,15515,0,8,0
2,3,0,9221,0,8,0
1,2,0,3348,0,8,0
1,1,0,1303,0,8,0
5,2,0,3554,0,8,0
10,3,0,3,0,8,0
2,3,0,355,0,8,0
2,3,0,5223,0,8,0
3,3,0,97,0,8,0
12,0,0,164,0,8,0
10,3,0,1613,0,8,1
2,3,0,236,0,8,0
1,1,0,1543,0,8,0
7,2,0,4493,0,8,0
2,3,0,193,0,8,0
2,3,0,1673,0,8,0
12,0,0,0,0,8,0
7,2,0,1051,0,8,0
6,0,0,928,0,8,0
1,1,0,364,0,8,0
2,3,0,0,0,8,1
2,3,0,837,0,8,0
2,3,0,835,0,8,0
9,2,0,1218,0,8,0
2,3,0,934,0,8,0
3,2,0,116,1,8,0
3,2,0,914,0,8,0
3,2,0,2437,0,8,0
2,3,0,691,1,8,0
1,2,0,166,0,8,0
4,2,0,999,0,8,0
5,1,0,0,0,8,0
9,1,0,2,0,8,0
5,2,0,1126,0,8,0
1,1,0,809,0,8,0
10,1,0,2410,0,8,0
6,3,0,-48,0,8,0
9,2,0,32,0,8,0
2,3,0,1057,0,8,0
1,2,0,1121,0,8,0
6,1,0,0,0,8,0
10,0,0,21244,1,8,0
3,2,0,0,0,8,0
3,2,0,487,0,8,0
2,2,0,643,0,8,0
6,2,0,0,0,8,1
9,3,0,810,0,8,0
1,1,0,1452,1,8,0
3,2,0,796,0,8,0
2,3,0,2430,0,8,0
2,2,0,5601,0,8,0
6,2,0,277,0,8,0
3,2,0,369,0,8,0
3,3,0,610,0,8,0
3,2,0,636,0,8,0
3,2,0,0,0,8,0
3,3,0,133,0,8,0
1,1,0,1670,0,8,0
4,3,0,1379,0,8,0
12,0,0,7337,0,8,0
2,3,0,561,0,8,0
1,1,0,1054,0,8,0
9,2,0,123,0,8,0
1,2,0,537,0,8,0
1,2,0,1348,1,8,0
2,3,0,260,0,8,0
3,3,0,3009,0,8,0
4,2,0,0,0,8,0
4,2,0,949,0,8,0
12,0,0,194,0,8,0
12,0,0,2834,0,8,0
2,3,0,651,0,8,0
7,2,0,629,0,8,0
2,3,0,4477,0,8,0
4,2,0,2533,0,8,0
2,3,0,724,0,8,0
3,2,0,12,1,8,0
1,2,0,-396,1,8,0
2,3,0,809,0,8,0
1,2,0,1449,0,8,0
2,2,0,315,0,8,0
2,3,0,11391,0,8,0
2,3,0,7192,0,8,1
5,2,0,1122,0,8,0
3,2,0,4,1,8,0
2,3,0,859,1,8,0
3,2,0,600,1,8,0
1,1,0,2473,0,8,0
5,3,0,658,0,8,0
1,2,0,302,1,8,0
2,3,0,3794,0,8,0
2,3,0,2578,0,8,0
3,2,0,445,0,8,0
3,2,0,945,0,8,0
1,1,0,3713,1,8,0
5,2,0,770,0,8,0
2,3,0,3529,0,8,0
4,2,0,1686,0,8,0
3,2,0,0,0,8,0
5,1,0,266,0,8,0
8,0,1,-284,1,8,0
6,2,0,763,0,8,0
3,2,0,4837,0,8,0
4,2,0,0,1,8,0
8,2,0,318,0,8,0
2,3,0,83,0,8,0
3,3,0,354,0,8,0
6,2,0,-166,1,8,0
3,2,0,594,1,8,0
7,2,0,3529,0,8,0
3,2,0,3069,0,8,0
4,1,0,6280,0,8,0
2,3,0,9683,0,8,0
1,0,0,191,0,8,0
3,2,0,-89,1,8,0
3,2,0,2730,0,8,0
12,2,0,2319,0,8,0
5,2,0,5673,1,8,0
3,2,0,167,0,8,0
3,3,0,0,0,8,1
4,2,0,547,1,8,0
7,2,0,546,0,8,0
2,2,0,9720,0,8,0
7,3,0,676,0,8,0
3,2,0,348,0,8,0
2,2,0,0,0,8,1
2,3,0,1720,0,8,0
4,2,0,2552,1,8,0
3,2,0,633,0,8,0
2,3,0,440,0,8,0
6,2,0,466,0,8,1
1,2,0,448,1,8,0
3,3,0,515,0,8,1
2,3,0,1908,0,8,0
3,2,0,1600,0,8,0
3,2,0,534,0,8,0
3,3,0,2313,0,8,1
2,2,0,11655,0,8,0
1,2,0,2879,0,8,0
2,3,0,2266,0,8,0
6,2,0,12438,0,8,0
2,3,0,511,0,8,0
2,3,0,1069,0,8,0
2,3,0,1391,0,8,0
1,2,0,-8,0,8,1
1,1,0,206,0,8,0
6,2,0,983,0,8,0
6,2,0,4725,0,8,0
6,1,0,1634,1,8,1
1,2,0,276,0,8,0
2,3,0,1395,0,8,0
3,2,0,805,0,8,0
10,1,0,1283,0,8,0
5,2,0,202,0,8,0
3,2,0,203,0,8,0
3,2,0,181,0,8,0
3,2,0,1533,1,8,0
1,1,0,460,0,8,0
3,2,0,3635,0,8,0
1,1,0,0,1,8,0
5,2,0,76,0,8,0
3,3,0,39,0,8,0
3,2,0,-379,0,8,0
10,1,0,100,0,8,1
6,0,0,937,0,8,0
3,2,0,648,0,8,0
4,1,0,813,1,8,0
3,2,0,49,0,8,0
2,3,0,721,1,8,0
3,3,0,0,1,8,0
2,3,0,679,0,8,1
12,0,0,5361,0,8,1
2,3,0,3,1,8,0
3,0,0,989,0,8,0
2,3,0,187,0,8,0
2,3,0,7668,0,8,0
6,3,0,241,1,8,0
3,2,0,-356,1,8,0
6,2,0,657,0,8,0
3,2,0,0,0,8,0
4,2,0,0,0,8,0
4,3,0,5094,0,8,0
1,1,0,153,0,8,0
2,3,0,1394,0,8,0
1,1,0,574,0,8,0
2,3,0,2048,0,8,0
2,3,0,1257,0,8,1
2,3,0,697,0,8,0
12,0,0,1547,0,8,1
3,2,0,1816,0,8,0
2,3,0,16922,0,8,0
12,0,0,301,0,8,0
6,1,0,3400,0,8,1
3,2,0,2388,0,8,0
4,2,0,257,0,8,0
12,0,0,1541,0,8,0
2,3,0,3158,1,8,0
3,3,0,0,0,8,0
3,2,0,10888,0,8,0
2,3,0,1028,0,8,0
2,3,0,295,0,8,0
